ID,順位2017,選手名2017,チーム2017,防御率2017,試合2017,勝利2017,敗北2017,セlブ2017,ホlルド2017,勝率2017,打者2017,投球回2017,被安打2017,被本塁打2017,与四球2017,与死球2017,奪三振2017,失点2017,自責点2017,WHIP2017,DIPS2017
204,28,田中　靖洋,ロッテ,1.98,13,1,0,1,0,1.0,50,13.2,5,0,4,1,6,3,3,0.66,3.34
835,30,岩嵜　翔,ソフトバンク,1.99,72,6,3,2,40,0.667,289,72.1,55,8,16,2,66,16,16,0.98,3.48
537,31,ジャクソン,広島,2.03,60,2,2,1,30,0.5,243,62.0,43,5,19,1,55,16,14,1.00,3.36
583,32,又吉　克樹,中日,2.13,50,8,3,0,21,0.727,434,110.0,84,7,36,5,78,27,26,1.09,3.65
678,33,小川　龍也,中日,2.19,18,0,0,0,3,0.0,55,12.1,11,0,5,3,9,3,3,1.30,3.61
52,34,藤川　球児,阪神,2.22,52,3,0,0,6,1.0,232,56.2,41,3,24,5,71,15,14,1.15,2.78
13,35,マシソン,巨人,2.24,59,4,4,2,27,0.5,270,68.1,52,6,18,1,79,18,17,1.02,2.78
284,36,マイコラス,巨人,2.25,27,14,8,0,0,0.636,745,188.0,162,10,23,11,187,53,47,0.98,2.36
496,36,国吉　佑樹,DeNA,2.25,4,0,0,0,0,0.0,30,8.0,5,0,4,0,3,2,2,1.13,3.87
444,38,藤平　尚真,楽天,2.28,8,3,4,0,0,0.429,176,43.1,30,2,15,4,44,12,11,1.04,3.00
67,39,ジョーダン,中日,2.30,18,6,4,0,0,0.6,310,74.1,52,2,35,6,66,25,19,1.17,3.35
415,39,牧田　和久,西武,2.30,58,3,3,0,28,0.5,248,62.2,59,4,5,3,35,18,16,1.02,3.22
726,39,青山　浩二,楽天,2.30,17,1,1,0,3,0.5,68,15.2,12,1,6,3,16,4,4,1.15,3.63
410,42,今村　猛,広島,2.38,68,3,5,23,17,0.375,270,64.1,53,6,27,0,69,19,17,1.24,3.45
421,42,榎下　陽大,日本ハム,2.38,8,0,1,0,0,0.0,51,11.1,14,1,4,0,6,3,3,1.59,4.27
234,44,メッセンジャー,阪神,2.39,22,11,5,0,0,0.688,594,143.0,134,5,44,1,155,42,38,1.24,2.35
905,44,岩崎　優,阪神,2.39,66,4,1,0,15,0.8,311,71.2,63,2,27,5,88,28,19,1.26,2.32
364,44,増井　浩俊,日本ハム,2.39,52,6,1,27,7,0.857,215,52.2,47,6,11,0,82,15,14,1.10,2.06
528,47,増田　達至,西武,2.40,57,1,5,28,4,0.16699999999999998,220,56.1,41,7,13,0,58,17,15,0.96,3.26
713,47,平井　克典,西武,2.40,42,2,0,0,4,1.0,184,45.0,43,4,10,3,42,15,12,1.18,3.28
236,49,カミネロ,巨人,2.42,57,3,5,29,4,0.375,268,63.1,56,4,23,4,65,21,17,1.25,3.17
349,49,飯田　優也,ソフトバンク,2.42,19,0,0,0,2,0.0,98,22.1,18,2,15,2,17,6,6,1.48,5.05
256,51,和田　毅,ソフトバンク,2.49,8,4,0,0,0,1.0,181,47.0,34,1,8,0,34,13,13,0.89,2.46
209,52,モイネロ,ソフトバンク,2.52,34,4,3,1,15,0.5710000000000001,141,35.2,21,1,14,2,36,15,10,0.98,2.73
852,53,鍵谷　陽平,日本ハム,2.53,60,2,3,1,17,0.4,218,57.0,33,6,17,0,46,23,16,0.88,3.77
387,54,則本　昂大,楽天,2.57,25,15,7,0,0,0.682,750,185.2,148,11,48,3,222,63,53,1.06,2.31
297,54,祖父江　大輔,中日,2.57,35,2,2,1,9,0.5,173,42.0,38,1,17,0,26,12,12,1.31,3.41
130,56,薮田　和樹,広島,2.58,38,15,3,0,3,0.833,536,129.0,102,10,51,4,115,42,37,1.19,3.62
41,57,玉井　大翔,日本ハム,2.59,24,1,2,0,1,0.33299999999999996,99,24.1,17,2,7,3,12,8,7,0.99,4.44
296,58,高木　勇人,巨人,2.63,16,1,2,0,1,0.33299999999999996,108,27.1,20,4,5,3,15,9,8,0.91,4.80
428,59,東浜　巨,ソフトバンク,2.64,24,16,5,0,0,0.762,637,160.0,135,17,44,1,139,48,47,1.12,3.61
453,59,千賀　滉大,ソフトバンク,2.64,22,13,4,0,0,0.765,572,143.0,107,15,46,2,151,47,42,1.07,3.38
806,61,平野　佳寿,オリックス,2.67,58,3,7,29,8,0.3,240,57.1,57,5,16,1,47,19,17,1.27,3.50
3,62,ヘルメン,オリックス,2.68,44,2,1,3,13,0.667,210,47.0,44,4,24,2,51,16,14,1.45,3.52
873,63,パットン,DeNA,2.70,62,4,3,7,27,0.5710000000000001,247,60.0,50,4,19,2,66,19,18,1.15,2.69
578,63,中田　廉,広島,2.70,53,2,4,0,13,0.33299999999999996,196,46.2,37,4,20,1,50,15,14,1.22,3.25
138,63,公文　克彦,日本ハム,2.70,41,3,0,0,3,1.0,154,36.2,39,2,8,2,33,11,11,1.28,2.68
191,66,ドリス,阪神,2.71,63,4,4,37,5,0.5,259,63.0,53,1,17,1,85,22,19,1.11,1.44
723,67,ハーマン,楽天,2.72,56,3,1,1,33,0.75,222,53.0,48,8,13,3,58,20,16,1.15,3.80
466,67,吉田　一将,オリックス,2.72,29,2,1,0,6,0.667,166,43.0,25,6,14,0,31,13,13,0.91,4.40
378,69,マテオ,阪神,2.75,63,7,4,0,36,0.636,252,59.0,49,2,17,3,62,26,18,1.12,2.48
148,70,岸　孝之,楽天,2.76,26,8,10,0,0,0.444,703,176.1,141,19,38,3,189,56,54,1.02,3.04
135,70,嘉弥真　新也,ソフトバンク,2.76,58,2,0,0,14,1.0,143,32.2,31,1,11,5,47,11,10,1.29,2.11
50,72,村田　透,日本ハム,2.77,15,1,2,0,0,0.33299999999999996,225,52.0,43,4,27,4,39,18,16,1.35,4.41
522,73,野村　祐輔,広島,2.78,25,9,5,0,0,0.643,645,155.1,152,12,38,4,106,53,48,1.22,3.57
887,74,小川　泰弘,ヤクルト,2.83,22,8,7,0,1,0.5329999999999999,509,124.0,104,11,39,0,109,42,39,1.15,3.46
381,74,シュリッター,西武,2.83,64,1,5,0,32,0.16699999999999998,269,63.2,58,1,29,0,23,22,20,1.37,3.92
201,76,田島　慎二,中日,2.87,63,2,5,34,6,0.28600000000000003,249,62.2,40,6,25,3,46,20,20,1.04,4.19
895,76,有吉　優樹,ロッテ,2.87,53,2,5,1,16,0.28600000000000003,222,53.1,48,4,14,3,27,17,17,1.16,4.04
812,78,田原　誠次,巨人,2.89,27,1,1,0,1,0.5,123,28.0,28,4,11,2,17,9,9,1.39,4.83
294,78,西宮　悠介,楽天,2.89,8,1,0,0,0,1.0,37,9.1,6,1,4,0,10,3,3,1.07,3.66
310,80,内　竜也,ロッテ,2.94,50,5,1,16,11,0.833,211,49.0,36,5,28,0,44,16,16,1.31,4.12
595,81,ルーキ,ヤクルト,2.97,61,4,6,7,22,0.4,257,60.2,54,6,19,2,70,24,20,1.20,3.04
694,82,今永　昇太,DeNA,2.98,24,11,7,0,0,0.611,600,148.0,115,13,52,5,140,49,49,1.13,3.48
807,82,ウィーランド,DeNA,2.98,21,10,2,0,0,0.833,541,133.0,114,14,37,2,112,46,44,1.14,3.68
14,84,秋山　拓巳,阪神,2.99,25,12,6,0,0,0.667,638,159.1,158,15,16,6,123,56,53,1.09,3.21
257,84,畠　世周,巨人,2.99,13,6,4,0,0,0.6,288,72.1,53,9,23,2,72,27,24,1.05,3.78
285,86,ブレイシア,広島,3.00,26,2,1,1,2,0.667,132,30.0,32,3,8,0,19,13,10,1.33,3.95
53,86,岸田　護,オリックス,3.00,4,0,0,0,0,0.0,27,6.0,5,1,3,1,4,2,2,1.33,5.95
153,88,田口　麗斗,巨人,3.01,26,13,4,0,0,0.765,709,170.2,159,14,49,4,122,59,57,1.22,3.67
22,89,石山　泰稚,ヤクルト,3.03,66,3,6,0,24,0.33299999999999996,285,68.1,63,5,17,1,76,29,23,1.17,2.51
167,90,森福　允彦,巨人,3.05,30,1,3,0,6,0.25,87,20.2,23,3,7,0,18,8,7,1.45,4.28
214,91,近藤　大亮,オリックス,3.07,55,1,1,1,25,0.5,228,55.2,42,6,18,2,71,21,19,1.08,3.05
432,91,村中　恭兵,ヤクルト,3.07,13,0,0,0,0,0.0,61,14.2,4,0,15,0,6,6,5,1.30,5.17
711,93,大谷　智久,ロッテ,3.12,55,3,2,0,23,0.6,214,52.0,47,5,14,1,33,20,18,1.17,3.97
838,94,酒居　知史,ロッテ,3.13,19,5,1,0,1,0.833,315,74.2,75,11,20,3,48,28,26,1.27,4.67
576,95,武隈　祥太,西武,3.14,58,5,2,0,13,0.7140000000000001,234,57.1,47,3,16,3,36,21,20,1.10,3.54
212,95,笠原　祥太郎,中日,3.14,18,1,3,0,0,0.25,206,48.2,38,4,21,7,43,17,17,1.21,4.09
585,97,大谷　翔平,日本ハム,3.20,5,3,2,0,0,0.6,105,25.1,13,2,19,0,29,9,9,1.26,4.11
186,98,青柳　晃洋,阪神,3.22,12,4,4,0,0,0.5,282,64.1,53,2,28,10,50,32,23,1.26,3.74
511,98,松永　昂大,ロッテ,3.22,50,1,3,0,18,0.25,153,36.1,33,1,12,1,31,16,13,1.24,2.76
624,100,バンデンハーク,ソフトバンク,3.24,25,13,7,0,0,0.65,623,153.0,127,18,47,2,162,57,55,1.14,3.49
805,100,ディクソン,オリックス,3.24,25,8,9,0,0,0.47100000000000003,581,136.0,144,7,42,3,86,63,49,1.37,3.45
568,100,比嘉　幹貴,オリックス,3.24,8,0,1,0,1,0.0,31,8.1,6,2,0,0,12,3,3,0.72,3.36
655,103,美馬　学,楽天,3.26,26,11,8,0,0,0.579,684,171.1,155,18,33,4,134,66,62,1.10,3.55
601,104,石川　柊太,ソフトバンク,3.29,34,8,3,0,1,0.727,409,98.1,69,11,50,7,99,38,36,1.21,4.30
81,104,チェン・グァンユウ,ロッテ,3.29,27,3,4,0,4,0.429,270,63.0,56,5,32,0,59,26,23,1.40,3.80
808,107,宮西　尚生,日本ハム,3.32,51,4,5,0,25,0.444,164,40.2,34,3,12,0,24,19,15,1.13,3.78
131,107,田中　豊樹,日本ハム,3.32,19,0,0,0,3,0.0,86,19.0,19,2,8,2,23,8,7,1.42,3.65
430,109,秋吉　亮,ヤクルト,3.35,43,5,6,10,10,0.455,177,43.0,38,3,11,1,39,17,16,1.14,2.98
18,109,池田　駿,巨人,3.35,33,0,2,0,4,0.0,157,37.2,31,2,15,1,33,14,14,1.22,3.33
575,111,堀　瑞輝,日本ハム,3.38,4,0,1,0,0,0.0,31,8.0,8,3,1,0,7,3,3,1.13,6.62
506,112,二木　康太,ロッテ,3.39,23,7,9,0,0,0.43799999999999994,588,143.1,136,14,35,2,128,58,54,1.19,3.34
465,113,十亀　剣,西武,3.40,20,8,7,0,0,0.5329999999999999,500,116.1,125,10,35,3,83,50,44,1.38,3.79
82,113,石田　健大,DeNA,3.40,18,6,6,0,0,0.5,436,106.0,90,10,34,0,103,43,40,1.17,3.37
472,115,西　勇輝,オリックス,3.44,17,5,6,0,0,0.455,483,117.2,108,14,29,7,88,46,45,1.16,4.09
58,115,多和田　真三郎,西武,3.44,16,5,5,0,0,0.5,411,96.2,93,11,26,8,74,39,37,1.23,4.12
503,115,上沢　直之,日本ハム,3.44,15,4,9,0,0,0.308,388,91.2,84,11,32,2,74,39,35,1.27,4.15
491,119,大山　暁史,オリックス,3.46,32,1,0,0,6,1.0,110,26.0,21,0,11,1,30,12,10,1.23,2.20
540,120,金子　千尋,オリックス,3.47,27,12,8,0,0,0.6,754,184.1,160,21,56,2,141,80,71,1.17,4.02
268,121,松岡　健一,ヤクルト,3.51,37,0,1,0,8,0.0,137,33.1,31,5,11,2,28,13,13,1.26,4.56
282,122,加藤　貴之,日本ハム,3.53,21,6,6,0,0,0.5,521,120.0,125,13,38,1,99,51,47,1.36,3.85
409,123,西村　健太朗,巨人,3.56,45,0,2,0,10,0.0,196,48.0,44,5,14,2,34,19,19,1.21,4.00
531,124,濵口　遥大,DeNA,3.57,22,10,6,0,0,0.625,546,123.2,116,9,69,2,136,54,49,1.50,3.59
780,125,久保　裕也,楽天,3.60,27,3,1,0,6,0.75,127,30.0,21,1,18,3,17,12,12,1.30,4.52
752,125,土肥　寛昌,ヤクルト,3.60,4,0,0,0,0,0.0,23,5.0,5,1,2,0,6,2,2,1.40,4.52
593,127,ギルメット,ヤクルト,3.62,28,1,1,0,2,0.5,228,54.2,49,4,15,2,57,23,22,1.17,2.86
46,127,篠原　慎平,巨人,3.62,23,1,1,0,0,0.5,117,27.1,25,2,14,1,19,13,11,1.43,4.33
383,129,野上　亮磨,西武,3.63,24,11,10,0,0,0.524,577,144.0,128,10,24,5,113,62,58,1.06,3.04
565,130,九里　亜蓮,広島,3.64,35,9,5,0,2,0.643,494,116.1,111,7,44,4,97,51,47,1.33,3.47
493,131,大瀬良　大地,広島,3.65,24,10,2,0,0,0.833,617,145.2,143,12,43,1,109,68,59,1.28,3.60
89,132,ブキャナン,ヤクルト,3.66,25,6,13,0,0,0.316,678,159.2,158,19,56,9,112,75,65,1.34,4.47
276,133,高梨　裕稔,日本ハム,3.68,22,7,7,0,0,0.5,504,117.1,110,13,40,3,100,51,48,1.28,3.93
684,133,武田　翔太,ソフトバンク,3.68,13,6,4,0,0,0.6,316,71.0,68,10,33,5,60,35,29,1.42,4.87
68,133,武田　久,日本ハム,3.68,7,0,0,0,0,0.0,36,7.1,11,1,3,0,3,4,3,1.91,5.30
33,133,山田　大樹,ソフトバンク,3.68,2,1,0,0,0,1.0,32,7.1,7,1,4,0,4,3,3,1.50,5.44
174,137,能見　篤史,阪神,3.72,23,6,6,0,0,0.5,533,128.1,117,14,40,2,119,57,53,1.22,3.67
855,138,ウルフ,西武,3.73,23,9,4,0,0,0.6920000000000001,532,125.1,132,11,36,1,74,69,52,1.34,3.92
144,139,山岡　泰輔,オリックス,3.74,24,8,11,0,0,0.42100000000000004,618,149.1,136,8,54,2,133,62,62,1.27,3.16
864,139,中村　祐太,広島,3.74,15,5,4,0,0,0.556,312,74.2,68,7,26,2,54,33,31,1.26,4.02
900,141,バルデス,中日,3.76,23,6,9,0,0,0.4,625,146.0,139,13,47,7,83,73,61,1.27,4.25
551,142,関谷　亮太,ロッテ,3.80,10,2,4,0,1,0.33299999999999996,209,45.0,57,3,17,1,38,21,19,1.64,3.50
233,143,大嶺　祐太,ロッテ,3.82,20,2,2,0,0,0.5,142,30.2,33,4,22,0,21,19,13,1.79,5.50
77,144,井納　翔一,DeNA,3.84,25,6,10,0,0,0.375,636,152.1,147,9,46,8,93,66,65,1.27,3.71
755,144,原　樹理,ヤクルト,3.84,26,3,11,0,0,0.214,554,131.1,133,19,34,6,115,66,56,1.27,4.14
403,146,杉浦　稔大,ヤクルト,3.86,5,0,1,0,0,0.0,18,4.2,3,2,1,0,9,2,2,0.86,5.48
854,147,伊藤　準規,中日,3.88,39,0,2,0,9,0.0,276,62.2,59,5,33,4,57,28,27,1.47,4.11
683,148,森　唯斗,ソフトバンク,3.92,64,2,3,1,33,0.4,265,64.1,61,7,12,1,60,29,28,1.13,3.28
766,149,塩見　貴洋,楽天,3.95,8,3,3,0,0,0.5,183,43.1,42,5,12,0,30,19,19,1.25,4.07
781,151,小林　慶祐,オリックス,3.98,35,2,1,0,1,0.667,174,40.2,36,4,15,2,46,22,18,1.25,3.39
596,152,涌井　秀章,ロッテ,3.99,25,5,11,0,0,0.313,675,158.0,156,20,53,7,115,74,70,1.32,4.45
789,153,岡田　明丈,広島,4.00,24,12,5,0,0,0.706,604,141.2,134,9,63,4,109,68,63,1.39,3.83
802,154,ジョンソン,広島,4.01,13,6,3,0,0,0.667,328,76.1,79,4,25,2,53,40,34,1.36,3.47
355,155,大野　雄大,中日,4.02,24,7,8,0,0,0.467,629,147.2,143,17,51,6,117,71,66,1.31,4.19
113,156,山口　鉄也,巨人,4.05,18,1,1,0,3,0.5,62,13.1,14,1,8,0,10,6,6,1.65,4.40
888,156,佐藤　祥万,広島,4.05,6,0,0,0,0,0.0,30,6.2,6,1,5,0,6,3,3,1.65,5.52
748,158,安樂　智大,楽天,4.06,10,1,5,0,0,0.16699999999999998,221,51.0,59,7,18,4,37,27,23,1.51,4.75
395,158,三ツ間　卓也,中日,4.06,35,2,1,0,11,0.667,174,37.2,35,1,27,6,29,17,17,1.65,4.55
39,160,中澤　雅人,ヤクルト,4.10,28,0,0,0,0,0.0,110,26.1,27,3,6,0,21,12,12,1.25,3.69
461,161,藤浪　晋太郎,阪神,4.12,11,3,5,0,0,0.375,271,59.0,53,5,45,8,41,30,27,1.66,5.53
84,161,砂田　毅樹,DeNA,4.12,62,1,2,0,25,0.33299999999999996,236,54.2,54,5,13,3,49,25,25,1.23,3.34
504,161,髙橋　光成,西武,4.12,7,3,4,0,0,0.429,169,39.1,36,3,20,1,30,20,18,1.42,4.19
159,164,金田　和之,オリックス,4.15,34,4,1,0,2,0.8,170,39.0,42,3,10,1,34,19,18,1.33,3.22
194,164,古川　侑利,楽天,4.15,5,0,2,0,0,0.0,112,26.0,24,1,9,2,15,12,12,1.27,3.74
7,164,澤田　圭佑,オリックス,4.15,13,0,2,0,0,0.0,58,13.0,13,2,6,1,5,6,6,1.46,5.97
106,164,東明　大貴,オリックス,4.15,3,0,0,0,0,0.0,57,13.0,13,2,5,0,5,6,6,1.38,5.50
180,164,藤岡　好明,DeNA,4.15,6,1,0,0,0,1.0,23,4.1,6,0,4,1,3,2,2,2.31,5.20
559,169,鈴木　翔太,中日,4.17,15,5,5,0,0,0.5,311,69.0,66,5,42,5,51,39,32,1.57,4.63
530,170,辛島　航,楽天,4.19,19,8,8,0,0,0.5,424,103.0,99,11,27,1,74,51,48,1.22,3.89
16,171,進藤　拓也,DeNA,4.20,12,0,0,0,0,0.0,73,15.0,18,0,10,2,10,7,7,1.87,4.19
267,172,佐々木　千隼,ロッテ,4.22,15,4,7,0,0,0.364,363,85.1,75,9,48,1,59,41,40,1.44,4.83
333,172,黒木　優太,オリックス,4.22,55,6,3,2,25,0.667,226,53.1,39,2,26,2,62,26,25,1.22,2.86
195,174,岩田　稔,阪神,4.25,10,3,2,0,0,0.6,233,53.0,55,4,22,2,39,26,25,1.45,3.99
27,174,寺原　隼人,ソフトバンク,4.25,24,1,2,0,3,0.33299999999999996,190,42.1,45,4,18,5,28,21,20,1.49,4.66
24,176,伊藤　和雄,阪神,4.26,9,0,0,0,0,0.0,55,12.2,13,1,4,1,10,7,6,1.34,3.75
858,177,飯塚　悟史,DeNA,4.29,9,1,3,0,1,0.25,186,42.0,41,9,21,4,27,22,20,1.48,6.33
65,178,加藤　拓也,広島,4.30,7,1,3,0,0,0.25,136,29.1,20,2,31,1,28,14,14,1.74,5.37
751,179,由規,ヤクルト,4.31,10,3,5,0,0,0.375,234,54.1,48,4,33,0,46,29,26,1.49,4.21
418,180,スタンリッジ,ロッテ,4.32,14,4,6,0,0,0.4,349,77.0,84,9,38,7,52,40,37,1.58,5.00
109,180,白村　明弘,日本ハム,4.32,24,1,3,1,1,0.25,137,33.1,24,4,14,1,29,17,16,1.14,4.29
372,180,中川　皓太,巨人,4.32,18,0,0,0,0,0.0,107,25.0,28,2,4,2,19,12,12,1.28,3.36
150,180,笠原　大芽,ソフトバンク,4.32,6,0,0,0,0,0.0,34,8.1,5,1,4,2,3,4,4,1.08,6.12
733,184,小野　泰己,阪神,4.35,15,2,7,0,0,0.222,343,78.2,78,6,40,5,63,38,38,1.50,4.23
78,184,石川　直也,日本ハム,4.35,37,0,1,0,7,0.0,228,49.2,53,8,28,0,51,24,24,1.63,4.73
557,186,浦野　博司,日本ハム,4.36,7,3,3,0,0,0.5,147,33.0,42,4,10,0,17,18,16,1.58,4.57
237,187,成田　翔,ロッテ,4.38,4,0,2,0,1,0.0,52,12.1,12,2,4,1,8,8,6,1.30,5.15
745,188,山﨑　福也,オリックス,4.40,15,2,5,0,0,0.28600000000000003,205,45.0,52,8,20,0,21,29,22,1.60,5.83
484,189,加賀　繁,DeNA,4.44,33,2,0,0,10,1.0,115,26.1,29,4,7,0,20,15,13,1.37,4.15
837,190,松葉　貴大,オリックス,4.46,23,3,12,0,0,0.2,552,133.1,133,16,32,2,72,70,66,1.24,4.37
898,191,柳　裕也,中日,4.47,11,1,4,0,0,0.2,202,50.1,42,5,12,0,45,25,25,1.07,3.34
867,191,田中　健二朗,DeNA,4.47,60,1,3,0,11,0.25,205,48.1,43,3,23,1,36,26,24,1.37,3.93
810,193,唐川　侑己,ロッテ,4.49,21,5,10,0,0,0.33299999999999996,555,126.1,135,18,37,7,86,69,63,1.36,4.66
104,194,中村　勝,日本ハム,4.50,2,1,0,0,0,1.0,48,10.0,9,2,9,1,4,5,5,1.80,7.92
841,194,ウエスト,オリックス,4.50,2,0,0,0,0,0.0,10,2.0,1,0,3,0,0,1,1,2.00,7.62
846,196,コーク,オリックス,4.56,6,2,3,0,0,0.4,106,23.2,30,2,10,1,16,13,12,1.69,4.26
370,196,佐野　泰雄,西武,4.56,6,3,1,0,0,0.75,110,23.2,29,1,11,3,12,14,12,1.69,4.43
376,198,中田　賢一,ソフトバンク,4.57,18,7,6,0,0,0.5379999999999999,380,86.2,82,15,40,9,78,44,44,1.41,5.27
193,199,森　雄大,楽天,4.68,8,1,1,0,0,0.5,114,25.0,18,0,21,2,17,17,13,1.56,4.52
215,200,本田　圭佑,西武,4.70,5,0,0,0,0,0.0,36,7.2,7,0,6,0,5,4,4,1.70,4.16
20,201,平田　真吾,DeNA,4.71,33,0,1,0,1,0.0,157,36.1,32,5,17,4,29,19,19,1.35,5.05
616,202,近藤　一樹,ヤクルト,4.72,54,2,4,1,14,0.33299999999999996,234,55.1,49,9,17,4,55,29,29,1.19,4.39
893,203,星　知弥,ヤクルト,4.73,24,4,7,0,2,0.364,494,110.1,116,14,49,5,71,64,58,1.50,4.92
118,203,西野　勇士,ロッテ,4.73,5,2,3,0,0,0.4,123,26.2,31,2,14,0,17,15,14,1.69,4.28
603,205,有原　航平,日本ハム,4.74,25,10,13,0,0,0.435,726,169.0,194,21,39,4,88,97,89,1.38,4.42
326,205,宮國　椋丞,巨人,4.74,17,1,7,0,1,0.125,246,57.0,64,5,18,0,41,32,30,1.44,3.77
168,207,クライン,DeNA,4.75,7,2,3,0,0,0.4,163,36.0,35,5,22,3,27,25,19,1.58,5.51
321,208,山本　哲哉,ヤクルト,4.76,32,0,1,0,1,0.0,155,34.0,42,4,13,1,10,21,18,1.62,5.30
626,209,松本　裕樹,ソフトバンク,4.78,15,2,4,0,0,0.33299999999999996,263,58.1,61,5,29,2,43,31,31,1.54,4.35
185,210,岩瀬　仁紀,中日,4.79,50,3,6,2,26,0.33299999999999996,154,35.2,37,2,14,1,28,19,19,1.43,3.46
868,211,森原　康平,楽天,4.81,42,2,4,0,13,0.33299999999999996,171,39.1,42,3,13,0,21,22,21,1.40,4.04
784,212,小笠原　慎之介,中日,4.84,22,5,8,0,0,0.385,522,119.0,124,21,53,1,105,65,64,1.49,4.99
661,213,阿知羅　拓馬,中日,4.85,4,0,1,0,0,0.0,54,13.0,12,2,5,0,8,7,7,1.31,5.04
335,214,菊池　保則,楽天,4.91,7,0,0,0,1,0.0,35,7.1,8,0,4,0,9,7,4,1.64,2.30
611,215,釜田　佳直,楽天,4.95,12,4,3,0,1,0.5710000000000001,254,56.1,67,7,19,4,34,34,31,1.53,4.75
688,216,岩貞　祐太,阪神,4.96,18,5,10,0,0,0.33299999999999996,428,98.0,93,14,44,4,93,56,54,1.40,4.55
581,217,菅原　秀,楽天,5.02,29,1,0,0,1,1.0,136,28.2,33,2,17,1,26,17,16,1.74,4.10
462,218,松田　遼馬,阪神,5.05,26,1,2,0,1,0.33299999999999996,161,35.2,37,5,17,1,33,23,20,1.51,4.61
619,219,岡本　健,ソフトバンク,5.06,14,1,0,0,1,1.0,75,16.0,19,2,8,0,10,9,9,1.69,5.00
210,219,乾　真大,巨人,5.06,5,0,0,0,0,0.0,25,5.1,8,0,3,0,5,3,3,2.06,2.93
